0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:08:34 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 327
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:09:06 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:13:04 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 441
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:15:27 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 461
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:22:24 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:22:49 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:24:45 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 514
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:25:14 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 515
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:26:33 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 739
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:27:04 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 785
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:27:32 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:27:38 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 850
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:30:04 +0900] "GET /clientweb/css/css_list_menu_test.html HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:33:45 +0900] "GET /clientweb/css/css_texttest.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:33:45 +0900] "GET /clientweb/images/background.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:35:42 +0900] "GET /clientweb/css/css_cursor_test.html HTTP/1.1" 200 822
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:35:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:37:25 +0900] "GET /clientweb/css/css_basic_exam.html HTTP/1.1" 200 4401
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:37:25 +0900] "GET /clientweb/common/css/mystyle.css HTTP/1.1" 304 -
192.168.0.221 - - [02/Sep/2021:17:37:25 +0900] "GET /clientweb/images/view.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:37:25 +0900] "GET /clientweb/images/view.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:37:25 +0900] "GET /clientweb/css/clientweb/images/view.jpg HTTP/1.1" 404 862
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:42:54 +0900] "GET /clientweb/css/css_pseudo_test.html HTTP/1.1" 200 1788
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:44:07 +0900] "GET /clientweb/css/css_pseudo_test.html HTTP/1.1" 200 1855
0:0:0:0:0:0:0:1 - - [02/Sep/2021:17:44:51 +0900] "GET /clientweb/css/css_pseudo_test.html HTTP/1.1" 200 1946
